user_id,user_location,user_name,followers_count,statuses_count,user_time_zone,verified,lang,screen_name,created_at,favourites_count,friends_count,listed_count
100345056,still ⬆️Block⤵️Corner⬇️street,#Ezekiel2517✨...,1053,31858,,FALSE,en,SCOTTGOHARD,Tue Dec 29 23:15:22 +0000 2009,2774,1055,35
247165706,"Chicago, IL",B E C K S T E R✨,650,6742,Mountain Time (US & Canada),FALSE,en,Beckster319,Fri Feb 04 06:38:45 +0000 2011,7273,896,30
249538861,,Chris Osborne,44,843,,FALSE,en,skatewake1994,Wed Feb 09 07:38:44 +0000 2011,227,154,1
449689677,,Рамзан Кадыров,94773,10877,Moscow,FALSE,ru,KadirovRussia,Thu Dec 29 11:31:09 +0000 2011,0,7,691
471868887,"Санкт-Петербург, Россия",Маргарита Саваж,23305,18401,Volgograd,FALSE,ru,MargoSavazh,Mon Jan 23 10:26:25 +0000 2012,1480,8021,231
1039581360,Amerika,Dark Nally,22,22603,Jakarta,FALSE,id,darknally,Thu Dec 27 13:06:58 +0000 2012,0,40,16
1510488662,USA,Laila Heats,3080,2228,Eastern Time (US & Canada),FALSE,en,lagonehoe,Wed Jun 12 13:07:49 +0000 2013,3504,2369,12
1513801268,USA,CC Jack,2760,2100,Eastern Time (US & Canada),FALSE,en,YouJustCtrlC,Thu Jun 13 16:07:23 +0000 2013,2744,2700,10
1517678892,"Philadelphia, PA",Mr Moran,879,2044,Eastern Time (US & Canada),FALSE,en,MrMoraan,Fri Jun 14 21:58:48 +0000 2013,2981,758,15
1518857420,USA,Jonathon Norwood,789,2002,Eastern Time (US & Canada),FALSE,en,NoJonathonNo,Sat Jun 15 08:47:02 +0000 2013,2170,440,8
1532863891,ATL,Harper H21,1956,3300,Eastern Time (US & Canada),FALSE,en,CharlesJHarper,Thu Jun 20 04:49:04 +0000 2013,1850,1626,21
1533813962,USA,Lara Pretty,1795,3342,Eastern Time (US & Canada),FALSE,en,PrettyLaraPlace,Thu Jun 20 12:35:59 +0000 2013,3555,1360,24
1584279696,"Chicago, IL",Jasiah Jenkins,728,1918,Eastern Time (US & Canada),FALSE,en,BigBoyJasiah,Wed Jul 10 23:55:16 +0000 2013,2342,393,19
1594887416,USA,Jeremy Roberts,837,1573,Eastern Time (US & Canada),FALSE,en,Jery_RobertsYo,Mon Jul 15 03:34:50 +0000 2013,1836,898,5
1612106972,USA,Reuben Littlejohn,738,1899,Eastern Time (US & Canada),FALSE,en,LILJordamn,Mon Jul 22 05:34:20 +0000 2013,2251,608,16
1617939218,USA,Pauline Gunn,908,1906,Eastern Time (US & Canada),FALSE,en,PaulineTT,Wed Jul 24 14:50:02 +0000 2013,1983,1075,5
1620474397,USA,Ramona Mcintosh,877,1745,Eastern Time (US & Canada),FALSE,en,RamonasNails,Thu Jul 25 14:06:28 +0000 2013,1992,1138,6
1623180199,,Jeffrey Kahunas,1565,2320,Pacific Time (US & Canada),FALSE,en,JeffreyKahunas,Fri Jul 26 15:01:14 +0000 2013,1090,1586,18
1627096807,"Chicago, IL",Jason Scott,674,1818,Eastern Time (US & Canada),FALSE,en,JassScott,Sun Jul 28 04:54:51 +0000 2013,2004,321,13
1627699074,United States,Sherman Cannon,2854,10203,Eastern Time (US & Canada),FALSE,en,CannonSher,Sun Jul 28 11:51:53 +0000 2013,10128,2487,30
1629828379,"New York, USA",Lovely Cass,2121,3831,Eastern Time (US & Canada),FALSE,en,cassishere,Mon Jul 29 07:59:27 +0000 2013,4154,2220,36
1647045721,Alaska,Carrie,2291,3222,Eastern Time (US & Canada),FALSE,en,CarrieThornthon,Mon Aug 05 05:56:27 +0000 2013,3930,2272,23
1648012021,United States,Anthony Nelson,853,1771,Eastern Time (US & Canada),FALSE,en,ImaPharrelFake,Mon Aug 05 14:58:13 +0000 2013,2764,1164,16
1649144358,,Wesley Holmes,1519,1232,Pacific Time (US & Canada),FALSE,en,WesternWindWes,Tue Aug 06 01:49:24 +0000 2013,592,1351,29
1649487510,USA,Khloe Irving,909,1935,Eastern Time (US & Canada),FALSE,en,HiImKhloe,Tue Aug 06 05:08:41 +0000 2013,2026,859,13
1649967228,United States,Nick Luna,1457,2100,Pacific Time (US & Canada),FALSE,en,_NickLuna_,Tue Aug 06 10:16:28 +0000 2013,2001,1262,21
1650681522,United States,Messiah Haynes,2804,5554,Eastern Time (US & Canada),FALSE,en,IlikeBIGbuttand,Tue Aug 06 16:32:34 +0000 2013,3939,2421,27
1651692980,USA,Thomas Lopez,456,1637,Eastern Time (US & Canada),FALSE,en,staywoke88,Wed Aug 07 01:19:25 +0000 2013,1117,551,11
1651693646,United States,Cynthia Mary Hunter,429,2759,Eastern Time (US & Canada),FALSE,en,CynthiaMHunter,Wed Aug 07 01:19:57 +0000 2013,4532,451,23
1652138929,NY,Bossy Bo$$,900,1725,Eastern Time (US & Canada),FALSE,en,acejinev,Wed Aug 07 05:22:21 +0000 2013,1836,806,11
1652262638,USA,Anton Haynes,671,1936,Eastern Time (US & Canada),FALSE,en,AntonHayHay,Wed Aug 07 06:52:35 +0000 2013,1849,310,14
1652987412,USA,Alec Moody,905,3420,Eastern Time (US & Canada),FALSE,en,AlecMooooody,Wed Aug 07 13:58:59 +0000 2013,3738,530,23
1653553555,Florida,Jayda Stone,916,1978,Eastern Time (US & Canada),FALSE,en,JaydaAstonishin,Wed Aug 07 17:59:05 +0000 2013,2191,1196,9
1655194147,"St Louis, MO",̧M̧ȩļa̧ņi̧ņ,963,2121,Eastern Time (US & Canada),FALSE,en,melanymelanin,Thu Aug 08 11:23:24 +0000 2013,2717,915,10
1656024374,,Nancy CAMPBELL,784,2124,Eastern Time (US & Canada),FALSE,en,IMissObama,Thu Aug 08 19:11:36 +0000 2013,2088,478,14
1656685598,USA,Jeanne Mccarthy,3242,1999,Eastern Time (US & Canada),FALSE,en,JeanneMccarthy0,Fri Aug 09 02:18:37 +0000 2013,1863,3420,35
1657694515,US,Jadon Dailey,1753,2299,Eastern Time (US & Canada),FALSE,en,DaileyJadon,Fri Aug 09 12:38:08 +0000 2013,1298,1485,13
1657833811,USA,Adrienne,1822,2083,Eastern Time (US & Canada),FALSE,en,Adrienne_GG,Fri Aug 09 13:55:17 +0000 2013,1010,1548,15
1658202894,United States,Laura Baeley,1073,1946,Eastern Time (US & Canada),FALSE,en,LauraBaeley,Fri Aug 09 17:24:31 +0000 2013,1933,1160,14
1658420976,USA,Bao Ham,1032,2004,Eastern Time (US & Canada),FALSE,en,BaoBaeHam,Fri Aug 09 19:23:10 +0000 2013,2420,836,12
1658440730,USA,Travi$ Lane,826,1875,Eastern Time (US & Canada),FALSE,en,TravisRespek,Fri Aug 09 19:14:25 +0000 2013,2384,931,12
4332740714,,,,,,,,USA_Gunslinger,,,,
4840551713,,,,,,,,BlackToLive,,,,
4437233895,,,,,,,,Crystal1Johnson,,,,
4224729994,,,,,,,,TEN_GOP,,,,
1659549972,NY,Jared Mallory,824,1811,Eastern Time (US & Canada),FALSE,en,MalloryJared,Sat Aug 10 08:10:31 +0000 2013,2145,874,17
1660375034,USA,Sarah Richards,865,1747,Eastern Time (US & Canada),FALSE,en,iLoveSarahRich,Sat Aug 10 15:28:00 +0000 2013,2021,974,6
1660771422,USA,Garret Simpson,1588,2010,Eastern Time (US & Canada),FALSE,en,GarrettSimpson_,Sat Aug 10 19:27:26 +0000 2013,1577,1339,25
1661246144,USA,Kate Ritter,1578,5347,Eastern Time (US & Canada),FALSE,en,KateRitterrrr,Sun Aug 11 00:17:33 +0000 2013,6797,1320,54
1662453998,USA,Ernest Rivers,827,1854,Eastern Time (US & Canada),FALSE,en,ErRivvvvers,Sun Aug 11 12:32:12 +0000 2013,2263,864,10
1664988493,USA,Claudia,2102,2574,Eastern Time (US & Canada),FALSE,en,claudia42kern,Mon Aug 12 12:28:59 +0000 2013,1609,1723,20
1665377383,"New York, USA",Elias Briggs,820,2047,Eastern Time (US & Canada),FALSE,en,EliasBrick,Mon Aug 12 15:33:31 +0000 2013,2060,903,6
1666030405,USA,Pam Daniels,943,2478,Eastern Time (US & Canada),FALSE,en,PamBLMDaniels,Mon Aug 12 20:50:57 +0000 2013,2530,549,24
1668307436,Baltimore,Curtis Burrell,3143,5510,Eastern Time (US & Canada),FALSE,en,CurtisBigMan,Tue Aug 13 17:05:52 +0000 2013,3721,2896,32
1669574551,USA,Rick Shafer,2694,1703,Eastern Time (US & Canada),FALSE,en,deusXYX,Wed Aug 14 05:02:51 +0000 2013,1021,3191,36
1670149272,USA,Javon Grayson,841,3479,Eastern Time (US & Canada),FALSE,en,JavonHIDP,Wed Aug 14 10:44:06 +0000 2013,4438,456,18
1670318690,USA,Alexander Massey,941,2039,Eastern Time (US & Canada),FALSE,en,Siccerthanyou,Wed Aug 14 11:53:20 +0000 2013,2313,854,13
1671234620,USA,Susan,2225,10242,Eastern Time (US & Canada),FALSE,en,hyddrox,Wed Aug 14 19:07:30 +0000 2013,8748,2159,72
1672624255,USA,Samir Gooden,873,1739,Eastern Time (US & Canada),FALSE,en,SamirGooden,Thu Aug 15 08:09:52 +0000 2013,2237,794,11
1674083671,USA,Gabriella Aldana,3356,3861,Eastern Time (US & Canada),FALSE,en,Gab1Aldana,Thu Aug 15 21:02:22 +0000 2013,3861,3020,31
1676377446,USA,Chad Sloyer,797,2446,Eastern Time (US & Canada),FALSE,en,ChadSloyer,Fri Aug 16 18:51:11 +0000 2013,3081,872,11
1676481360,USA,Emilee Waren,1909,2170,Eastern Time (US & Canada),FALSE,en,EmileeWaren,Fri Aug 16 19:50:47 +0000 2013,1778,1501,23
1677048979,"Baton Rouge, LA",Gwendolyn Lovet,1055,2597,Eastern Time (US & Canada),FALSE,en,GwennyThot,Sat Aug 17 01:20:54 +0000 2013,3124,875,16
1679279490,USA,Amelie Baldwin,2464,15227,Eastern Time (US & Canada),FALSE,en,AmelieBaldwin,Sat Aug 17 22:53:07 +0000 2013,14540,1930,160
1680578719,USA,Rosie Wise,683,1229,Eastern Time (US & Canada),FALSE,en,RosieOnFleek,Sun Aug 18 11:56:48 +0000 2013,1353,637,23
1681162956,"Chicago, IL",Jerry,2608,9703,Eastern Time (US & Canada),FALSE,en,camosaseko,Sun Aug 18 17:12:57 +0000 2013,10088,2279,27
1682444790,USA,Peyton Cash,770,1576,Eastern Time (US & Canada),FALSE,en,PeytonCashOut,Mon Aug 19 05:55:49 +0000 2013,1964,746,12
1684524144,USA,Will Wise,904,1844,Eastern Time (US & Canada),FALSE,en,DatWiseNigga,Tue Aug 20 00:53:56 +0000 2013,2393,812,16
1685173321,USA,Chase Bacon,696,1889,Eastern Time (US & Canada),FALSE,en,BLMSoldier,Tue Aug 20 07:33:54 +0000 2013,2129,707,25
1685718216,America,John Larsen,541,2387,Eastern Time (US & Canada),FALSE,en,J0hnLarsen,Tue Aug 20 13:02:28 +0000 2013,3211,852,21
1685771767,USA,Stanley Parrish,849,1761,Eastern Time (US & Canada),FALSE,en,StanleyParris,Tue Aug 20 12:59:48 +0000 2013,1975,1149,9
1686370159,United States,Archie Olivers,2569,1854,Pacific Time (US & Canada),FALSE,en,ArchieOlivers,Tue Aug 20 17:49:51 +0000 2013,1006,3396,28
1687183549,USA,Bleep The Police,13196,13727,Eastern Time (US & Canada),FALSE,en,BleepThePolice,Wed Aug 21 01:49:22 +0000 2013,11083,8071,163
1688370956,"Georgia, USA",Watch Jenny Walkin',851,2259,Pacific Time (US & Canada),FALSE,en,WatchMeWalkin,Wed Aug 21 13:49:48 +0000 2013,2214,547,10
1690487623,USA,Michelle Arrington,3229,2433,Eastern Time (US & Canada),FALSE,en,MichelleArry,Thu Aug 22 08:41:12 +0000 2013,2157,3290,42
1691736218,"Los Angeles, CA",Reginald Blackmon,856,1997,Eastern Time (US & Canada),FALSE,en,RegieBlackmon,Thu Aug 22 18:06:53 +0000 2013,2558,931,10
1692501152,"Los Angeles, CA",Cornell Burchett,766,1786,Eastern Time (US & Canada),FALSE,en,CornellBurchet,Fri Aug 23 01:00:15 +0000 2013,2166,720,19
1694026190,United States,Jackie Best,2078,3416,Eastern Time (US & Canada),FALSE,en,JacquelinIsBest,Fri Aug 23 14:41:32 +0000 2013,3518,1757,31
1695830984,United States,Kelvin Chambers,1506,1576,Pacific Time (US & Canada),FALSE,en,Kelvin_Chambers,Sat Aug 24 07:32:29 +0000 2013,984,1260,32
1699979024,"Texas, USA",Randolph Burris,876,1914,Eastern Time (US & Canada),FALSE,en,RandolphBurrr,Sun Aug 25 19:28:17 +0000 2013,2552,917,10
4272870988,,,,,,,,Pamela_Moore13,,,,
1701955429,"Baltimore, MD",Zachary Freeman,899,1700,Eastern Time (US & Canada),FALSE,en,ZzzacharyZzz,Mon Aug 26 13:25:39 +0000 2013,2290,831,14
1710804738,United States,Steven Cook,1468,2188,Pacific Time (US & Canada),FALSE,en,CooknCooks,Thu Aug 29 19:45:40 +0000 2013,2447,1454,15
1715190968,USA,One Mighty Fish,698,1718,Eastern Time (US & Canada),FALSE,en,OneMightyFish,Sat Aug 31 09:33:57 +0000 2013,1978,831,13
1715424829,United States,Mackenzie Donovan,536,2300,Eastern Time (US & Canada),FALSE,en,KenzDonovan,Sat Aug 31 11:06:09 +0000 2013,2609,577,10
1716228906,USA,Jasmin Jacobs,906,2217,Eastern Time (US & Canada),FALSE,en,Jani_s_Jac,Sat Aug 31 17:14:08 +0000 2013,2405,575,10
1716561367,USA,Ida Marks,1080,2194,Eastern Time (US & Canada),FALSE,en,IIddaaMarks,Sat Aug 31 19:07:08 +0000 2013,3051,925,14
1720117201,USA,Donna from USA,1623,2341,Eastern Time (US & Canada),FALSE,en,DonnaBRivera,Sun Sep 01 20:02:10 +0000 2013,1772,1552,33
1720981580,USA,Hunter Odom,2727,2076,Eastern Time (US & Canada),FALSE,en,HunterOddddom,Mon Sep 02 02:57:06 +0000 2013,2615,2001,24
1727482238,,Fluffy Melvin,3169,4874,Eastern Time (US & Canada),FALSE,en,MelvinSRoberts,Wed Sep 04 03:45:27 +0000 2013,3562,2658,30
1768259989,"USA, Atlanta",Clyde Pratt,914,1978,Eastern Time (US & Canada),FALSE,en,mrclydepratt,Sat Sep 07 19:16:06 +0000 2013,1996,847,23
1833223908,USA,Dorothie,1893,3069,Eastern Time (US & Canada),FALSE,en,DorothieBell,Sun Sep 08 19:08:41 +0000 2013,3166,2315,33
1856828959,"Florida, USA",Deandre Gregory,774,1703,Eastern Time (US & Canada),FALSE,en,OGDeandre,Thu Sep 12 09:04:03 +0000 2013,1989,415,11
1859674386,US,Michael Garcia,851,2295,Eastern Time (US & Canada),FALSE,en,DrMichaelGarcia,Fri Sep 13 06:39:11 +0000 2013,2937,453,11
1868496344,USA,Briana Ragland,768,2938,Eastern Time (US & Canada),FALSE,en,brianaregland,Sun Sep 15 17:11:49 +0000 2013,3221,415,12
1868981054,United States,Ryan Maxwell,1839,1853,Pacific Time (US & Canada),FALSE,en,RyanMaxwell_1,Sun Sep 15 19:45:16 +0000 2013,1102,1990,25
1914760610,NYC,Raven Nicholson,807,1645,Eastern Time (US & Canada),FALSE,en,ravenicholson,Sat Sep 28 17:17:28 +0000 2013,2437,860,10
2233297178,"Москва, Россия",Артур Буранов,405,1350,Yerevan,FALSE,ru,ArturBuranof,Fri Dec 06 17:29:56 +0000 2013,615,1628,1
2388391757,"Москва, Россия",Бучин Боря,108,1357,Baku,FALSE,ru,Boryabuchin,Thu Mar 06 13:29:09 +0000 2014,1476,215,1
2404145297,,Мистер Пудинг,81,1310,Moscow,FALSE,ru,Puddin_Leto,Wed Mar 12 07:09:51 +0000 2014,2264,85,0
2415525154,"Москва, Россия",Артём Захаров,2111,586,Volgograd,FALSE,ru,teZaharov,Sun Mar 16 16:04:57 +0000 2014,406,69,0
2419886435,Мурманск,Валентина Дмитриева,2466,1312,Moscow,FALSE,ru,Valeyina_Dm,Tue Mar 18 11:53:29 +0000 2014,354,811,1
2422793627,Санкт-Петербург,БогданКравцов,2741,1619,Baku,FALSE,ru,BogdanKravcov,Wed Mar 19 15:33:40 +0000 2014,908,1564,4
2478383999,,Алексей Лапин,2219,1237,Volgograd,FALSE,ru,_SashaLapin,Sat Apr 12 09:09:27 +0000 2014,345,679,4
2484642526,,Warfare Worldwide,23876,2618,St. Petersburg,FALSE,en,WarfareWW,Mon Apr 14 17:32:56 +0000 2014,247,7481,565
2491081213,USA,Wade Harriot,1363,3089,Eastern Time (US & Canada),FALSE,en,wadeharriot,Mon May 12 07:50:03 +0000 2014,4478,1040,25
2492948562,USA,Jadon Hutchinson,888,2139,Eastern Time (US & Canada),FALSE,en,JadonHutchinson,Tue May 13 13:09:48 +0000 2014,2831,1234,28
2494509505,"Калининград, Россия",Мария Котова,4515,747,Volgograd,FALSE,ru,Kotovamarys,Wed May 14 18:11:36 +0000 2014,990,62,1
2495567768,"San Francisco, CA",San Francisco Daily,16812,32546,Pacific Time (US & Canada),FALSE,en,DailySanFran,Thu May 15 03:22:22 +0000 2014,1,5128,159
2498271878,United States,Jake Fischer,1609,1033,Eastern Time (US & Canada),FALSE,en,interFischer,Fri May 16 10:36:48 +0000 2014,494,1828,15
2501947239,"Москва, Россия",Таисия Авдеева,2535,937,Volgograd,FALSE,ru,TaisiaAvdeeva,Tue Apr 22 14:33:37 +0000 2014,2168,279,1
2504171440,Москва,Ольга Ильина,75,548,Moscow,FALSE,ru,patriotka_rusi,Wed Apr 23 14:33:08 +0000 2014,631,87,4
2512420407,"Калуга, Россия",Руслан Рогов,4507,657,Volgograd,FALSE,ru,russilanrogov,Sun Apr 27 11:14:41 +0000 2014,1644,75,3
2512994207,,Невротик,97,1912,Moscow,FALSE,ru,rusnevrotik,Sun Apr 27 16:34:47 +0000 2014,2658,120,1
2514979491,Я везде,Старая разведчица,2360,1135,Volgograd,FALSE,ru,razvedchica_,Mon Apr 28 15:37:43 +0000 2014,1261,549,3
2524942055,"Москва, Россия",Вячеслав Пономарёв,76,490,Moscow,FALSE,ru,ponomarevSlav,Sat May 03 07:34:27 +0000 2014,545,274,2
2525032463,"Ярославль, Россия",Виктория Борисова,2513,594,Volgograd,FALSE,ru,ViBorisova,Sat May 03 08:41:33 +0000 2014,908,189,0
2527537955,Москва,Николай Черненко,2233,1243,Volgograd,FALSE,ru,ChernenkoNikola,Sun May 04 08:18:36 +0000 2014,427,243,2
2527804618,"Москва, Россия",Роман Агафонов,2452,835,Moscow,FALSE,ru,RomanAgafonovv,Sun May 04 10:31:27 +0000 2014,393,379,1
2527983201,Питер,Степан Сазонов,2204,529,Volgograd,FALSE,ru,StepanSazono,Sun May 04 12:03:24 +0000 2014,759,202,2
2528245959,Москва,Василич,2495,938,Volgograd,FALSE,ru,VasilichVasili,Sun May 04 14:12:42 +0000 2014,442,192,2
2528293132,Moscow,Антон Ерофеенко,2189,701,Volgograd,FALSE,ru,ErofeenkoAnton,Sun May 04 14:30:32 +0000 2014,419,252,1
2530603456,Москва,Алексей Соколов,337,2669,Yerevan,FALSE,ru,Aleksey_Sokol_,Mon May 05 09:35:10 +0000 2014,2853,1702,4
2531159968,"Washington, DC",Tracy Brooks,3696,4655,Eastern Time (US & Canada),FALSE,en,traceyhappymom,Mon May 05 14:13:47 +0000 2014,3778,3353,21
2532597577,USA,Bruce Dublin,2161,2995,Eastern Time (US & Canada),FALSE,en,BrucieDublin,Thu May 29 12:43:47 +0000 2014,1854,1807,23
2532611755,Atlanta,Kathie,2970,4267,Eastern Time (US & Canada),FALSE,en,KathieMrr,Thu May 29 12:50:04 +0000 2014,2094,3157,22
2533001646,USA,Jasper Flynn,1957,3379,Eastern Time (US & Canada),FALSE,en,Jasper_Fly,Thu May 29 16:57:09 +0000 2014,2416,1782,15
2533653547,USA,Eva Green,2668,1831,Eastern Time (US & Canada),FALSE,en,EvaGreen69,Thu May 29 23:40:26 +0000 2014,1325,2884,46
2533984805,Чита,Роман Горолов,2452,1080,Moscow,FALSE,ru,romanGorolov,Wed May 07 14:14:55 +0000 2014,876,119,2
2534875924,,F.R.I.E.N.D.S,70,2024,Moscow,FALSE,ru,6Druz,Thu May 08 09:32:12 +0000 2014,2751,11,0
2535166748,USA,Paola Kinck,2145,3518,Eastern Time (US & Canada),FALSE,en,PaolaKinck,Fri May 30 14:14:48 +0000 2014,2082,2956,24
